v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4
spam,You have been selected for a cash prize of ₹16553. Claim here: http://bit.ly/49222,,,
spam,You have been selected for a cash prize of ₹25246. Claim here: http://bit.ly/57553,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/51183,,,
spam,Your loan of ₹10100 is approved. Call now: +917612197378,,,
spam,Get your free credit score now! No charges: http://bit.ly/13751,,,
spam,You have been selected for a cash prize of ₹48478. Claim here: http://bit.ly/16515,,,
spam,Get your free credit score now! No charges: http://bit.ly/73208,,,
spam,You have been selected for a cash prize of ₹14561. Claim here: http://bit.ly/85420,,,
spam,This is final notice! Pay your due bill of ₹37671 immediately. http://bit.ly/26516,,,
spam,You have been selected for a cash prize of ₹5587. Claim here: http://bit.ly/92273,,,
spam,Your loan of ₹27792 is approved. Call now: +917232252040,,,
spam,This is final notice! Pay your due bill of ₹46039 immediately. http://bit.ly/78236,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/99225",,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/33687",,,
spam,Your account is blocked. Verify immediately: http://bit.ly/64284,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/48130,,,
spam,Your loan of ₹45194 is approved. Call now: +919278869835,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/96162",,,
spam,Your account is blocked. Verify immediately: http://bit.ly/96849,,,
spam,Your loan of ₹46241 is approved. Call now: +917790256031,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/91172",,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/86218,,,
spam,Your loan of ₹13300 is approved. Call now: +918233090292,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/85413,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/12874",,,
spam,Get your free credit score now! No charges: http://bit.ly/78446,,,
spam,Get your free credit score now! No charges: http://bit.ly/47297,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/46344,,,
spam,Get your free credit score now! No charges: http://bit.ly/65534,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/41223,,,
spam,This is final notice! Pay your due bill of ₹47244 immediately. http://bit.ly/46423,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/82086,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/40597,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/73661",,,
spam,You have been selected for a cash prize of ₹43059. Claim here: http://bit.ly/34721,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/46854,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/41644,,,
spam,Your loan of ₹38954 is approved. Call now: +918127664490,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/80238,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/75329,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/76618",,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/43696",,,
spam,Your loan of ₹6435 is approved. Call now: +919155227925,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/15559,,,
spam,Your loan of ₹21732 is approved. Call now: +918081821035,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/43127",,,
spam,You have been selected for a cash prize of ₹28456. Claim here: http://bit.ly/53779,,,
spam,You have been selected for a cash prize of ₹49071. Claim here: http://bit.ly/72121,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/18313,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/99824,,,
spam,You have been selected for a cash prize of ₹33466. Claim here: http://bit.ly/41633,,,
spam,Your loan of ₹11109 is approved. Call now: +917746724871,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/60536,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/79774,,,
spam,Congratulations! You've won a ₹11210 Amazon gift card. Click here to claim: http://bit.ly/61856,,,
spam,Get your free credit score now! No charges: http://bit.ly/88308,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/51800,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/54551,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/61132",,,
spam,You have been selected for a cash prize of ₹37785. Claim here: http://bit.ly/99799,,,
spam,Your loan of ₹16529 is approved. Call now: +919430585988,,,
spam,Your loan of ₹11464 is approved. Call now: +918030209111,,,
spam,Congratulations! You've won a ₹43214 Amazon gift card. Click here to claim: http://bit.ly/10915,,,
spam,Your loan of ₹30175 is approved. Call now: +917261725847,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/28530,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/15232,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/49424",,,
spam,Congratulations! You've won a ₹49453 Amazon gift card. Click here to claim: http://bit.ly/25975,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/16615,,,
spam,Your loan of ₹20134 is approved. Call now: +917056597169,,,
spam,Congratulations! You've won a ₹5737 Amazon gift card. Click here to claim: http://bit.ly/75269,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/99720",,,
spam,You have been selected for a cash prize of ₹49393. Claim here: http://bit.ly/71548,,,
spam,Congratulations! You've won a ₹34057 Amazon gift card. Click here to claim: http://bit.ly/49620,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/22797,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/86310,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/80400,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/31868,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/44294,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/32900",,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/40782,,,
spam,This is final notice! Pay your due bill of ₹16311 immediately. http://bit.ly/20213,,,
spam,You have been selected for a cash prize of ₹39612. Claim here: http://bit.ly/66468,,,
spam,Congratulations! You've won a ₹3183 Amazon gift card. Click here to claim: http://bit.ly/20858,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/65324,,,
spam,Get your free credit score now! No charges: http://bit.ly/55715,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/62611",,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/91800,,,
spam,Get your free credit score now! No charges: http://bit.ly/90531,,,
spam,You have been selected for a cash prize of ₹16792. Claim here: http://bit.ly/83102,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/61353",,,
spam,You have been selected for a cash prize of ₹26908. Claim here: http://bit.ly/21122,,,
spam,You have been selected for a cash prize of ₹15368. Claim here: http://bit.ly/93729,,,
spam,Your loan of ₹25501 is approved. Call now: +918118128049,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/14206,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/62903",,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/63189,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/56505",,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/28697,,,
spam,Get your free credit score now! No charges: http://bit.ly/49450,,,
spam,You have been selected for a cash prize of ₹38362. Claim here: http://bit.ly/96923,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/45939",,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/92721,,,
spam,Your loan of ₹39268 is approved. Call now: +919358565280,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/39174",,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/10532,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/80846,,,
spam,You have been selected for a cash prize of ₹1377. Claim here: http://bit.ly/68496,,,
spam,Get your free credit score now! No charges: http://bit.ly/66175,,,
spam,Your loan of ₹22759 is approved. Call now: +919423694319,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/39094,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/23705,,,
spam,You have been selected for a cash prize of ₹2441. Claim here: http://bit.ly/40057,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/62786,,,
spam,Get your free credit score now! No charges: http://bit.ly/96272,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/84760,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/42038,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/76746,,,
spam,You have been selected for a cash prize of ₹29498. Claim here: http://bit.ly/20189,,,
spam,Your loan of ₹3444 is approved. Call now: +919692845930,,,
spam,This is final notice! Pay your due bill of ₹31939 immediately. http://bit.ly/86680,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/85661",,,
spam,Your account is blocked. Verify immediately: http://bit.ly/73028,,,
spam,Congratulations! You've won a ₹48212 Amazon gift card. Click here to claim: http://bit.ly/64160,,,
spam,Congratulations! You've won a ₹49469 Amazon gift card. Click here to claim: http://bit.ly/24092,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/76850,,,
spam,Get your free credit score now! No charges: http://bit.ly/75690,,,
spam,Congratulations! You've won a ₹4053 Amazon gift card. Click here to claim: http://bit.ly/53756,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/97243",,,
spam,Your account is blocked. Verify immediately: http://bit.ly/37771,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/79368,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/89996,,,
spam,Your loan of ₹23857 is approved. Call now: +918124253166,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/20441",,,
spam,You have been selected for a cash prize of ₹42052. Claim here: http://bit.ly/88747,,,
spam,Congratulations! You've won a ₹36562 Amazon gift card. Click here to claim: http://bit.ly/95024,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/15034,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/76364,,,
spam,You have been selected for a cash prize of ₹48459. Claim here: http://bit.ly/71518,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/43812,,,
spam,This is final notice! Pay your due bill of ₹28759 immediately. http://bit.ly/26079,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/74983,,,
spam,Get your free credit score now! No charges: http://bit.ly/21317,,,
spam,Your loan of ₹2990 is approved. Call now: +919254674428,,,
spam,Congratulations! You've won a ₹34590 Amazon gift card. Click here to claim: http://bit.ly/18368,,,
spam,You have been selected for a cash prize of ₹17038. Claim here: http://bit.ly/86129,,,
spam,You have been selected for a cash prize of ₹11450. Claim here: http://bit.ly/74013,,,
spam,Congratulations! You've won a ₹22001 Amazon gift card. Click here to claim: http://bit.ly/80302,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/81106,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/71796,,,
spam,Congratulations! You've won a ₹46065 Amazon gift card. Click here to claim: http://bit.ly/79373,,,
spam,Congratulations! You've won a ₹19509 Amazon gift card. Click here to claim: http://bit.ly/92141,,,
spam,Congratulations! You've won a ₹2519 Amazon gift card. Click here to claim: http://bit.ly/19966,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/48402,,,
spam,Your loan of ₹4755 is approved. Call now: +919922097201,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/62725,,,
spam,You have been selected for a cash prize of ₹17377. Claim here: http://bit.ly/58086,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/32158,,,
spam,Congratulations! You've won a ₹48265 Amazon gift card. Click here to claim: http://bit.ly/62933,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/58157,,,
spam,Congratulations! You've won a ₹17263 Amazon gift card. Click here to claim: http://bit.ly/79479,,,
spam,Get your free credit score now! No charges: http://bit.ly/71558,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/74376,,,
spam,Get your free credit score now! No charges: http://bit.ly/15009,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/19818,,,
spam,Your loan of ₹8657 is approved. Call now: +918947484881,,,
spam,Get your free credit score now! No charges: http://bit.ly/40730,,,
spam,Get your free credit score now! No charges: http://bit.ly/37790,,,
spam,This is final notice! Pay your due bill of ₹23347 immediately. http://bit.ly/90466,,,
spam,Get your free credit score now! No charges: http://bit.ly/96694,,,
spam,This is final notice! Pay your due bill of ₹19930 immediately. http://bit.ly/10252,,,
spam,You have been selected for a cash prize of ₹45012. Claim here: http://bit.ly/89668,,,
spam,This is final notice! Pay your due bill of ₹6232 immediately. http://bit.ly/70354,,,
